DCID,isPerCapitaValid,isPositiveIndicator,perCapitaDenominator
Annual_Amount_Emissions_Mercury_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Mercury_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_MetalsProcessing_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Methane_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Methane_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Methane_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Methane_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Methane_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Methane_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Methane_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Methanol_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Methanol_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Methanol_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Methanol_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Methanol_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Methanol_SCC_27_NaturalSources,,,
Annual_Amount_Emissions_Methanol_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Methanol_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Methanol_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Methanol_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Methanol_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Naphthalene_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Naphthalene_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Naphthalene_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Naphthalene_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Naphthalene_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Naphthalene_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_Naphthalene_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Naphthalene_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Naphthalene_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Naphthalene_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Naphthalene_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Naphthalene_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_NaturalResource_BiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_NaturalResource_BiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_NaturalResource_BiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_NaturalResource_BiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Nickel_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Nickel_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Nickel_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Nickel_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Nickel_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Nickel_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Nickel_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Nickel_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Nickel_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Nickel_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Nickel_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_NitrousOxide_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_NitrousOxide_SCC_22_MobileSources,,,
Annual_Amount_Emissions_NitrousOxide_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_NitrousOxide_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_NitrousOxide_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_NitrousOxide_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_NonRoadEnginesAndVehicles_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_OnRoadVehicles_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_22_MobileSources,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_27_NaturalSources,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_OxidesOfNitrogen_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Oxo_Oxochromiooxy_Chromium_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_PM10_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_PM10_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_PM10_SCC_22_MobileSources,,,
Annual_Amount_Emissions_PM10_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_PM10_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_PM10_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_PM10_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_PM10_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_PM10_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_PM10_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_PM10_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_PM10_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_PM10_SCC_6_MACTSourceCategories,,,
Annual_Amount_Emissions_PM2.5_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_PM2.5_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_PM2.5_SCC_22_MobileSources,,,
Annual_Amount_Emissions_PM2.5_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_PM2.5_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_PM2.5_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_PM2.5_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_PM2.5_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_PM2.5_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_PM2.5_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_PM2.5_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_PM2.5_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_PM2.5_SCC_6_MACTSourceCategories,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_PetroleumAndRelatedIndustries_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Phenol_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Phenol_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Phenol_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Phenol_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Phenol_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Phenol_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Phenol_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Phenol_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Phenol_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Phenol_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Phenol_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Phosphorus_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Phosphorus_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Phosphorus_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Phosphorus_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Phosphorus_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Phosphorus_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Phosphorus_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Phosphorus_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Phosphorus_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Phosphorus_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Phosphorus_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_PrescribedFire_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Pyrene_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Pyrene_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Pyrene_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Pyrene_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Pyrene_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Pyrene_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Pyrene_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Pyrene_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Pyrene_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_SCC_22_MobileSources,,,
Annual_Amount_Emissions_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_SCC_27_NaturalSources,,,
Annual_Amount_Emissions_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_SCC_6_MACTSourceCategories,,,
Annual_Amount_Emissions_Selenium_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Selenium_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Selenium_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Selenium_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Selenium_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Selenium_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Selenium_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Selenium_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Selenium_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Selenium_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Selenium_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_SolventUtilization_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_StationaryFuelCombustion_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_StorageAndTransport_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Sulfane_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Sulfane_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Sulfane_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Sulfane_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Sulfane_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Sulfane_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Sulfane_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Sulfane_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Sulfane_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_22_MobileSources,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_SulfurDioxide_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Toluene_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_Toluene_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_Toluene_SCC_22_MobileSources,,,
Annual_Amount_Emissions_Toluene_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_Toluene_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_Toluene_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_Toluene_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_Toluene_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_Toluene_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_Toluene_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_Toluene_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_Toluene_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_Transportation_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_1_ExternalCombustion,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_21_StationarySourceFuelCombustion,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_22_MobileSources,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_23_IndustrialProcesses,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_24_SolventUtilization,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_25_StorageAndTransport,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_26_WasteDisposalTreatmentAndRecovery,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_27_NaturalSources,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_28_MiscellaneousAreaSources,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_2_InternalCombustionEngines,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_3_IndustrialProcesses,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_4_PetroleumAndSolventEvaporation,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_5_WasteDisposal,,,
Annual_Amount_Emissions_VolatileOrganicCompound_SCC_6_MACTSourceCategories,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_WasteDisposalAndRecycling_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_Ammonia,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_CarbonMonoxide,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_OxidesOfNitrogen,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_PM10,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_PM2.5,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_SulfurDioxide,,,
Annual_Amount_Emissions_Wildfire_NonBiogenicEmissionSource_VolatileOrganicCompound,,,
