dcid,year,inflationPercentAverageConsumerPrices
country/PRT,1986,11.666
country/PRT,1987,9.402
country/PRT,1988,9.58
country/PRT,1989,12.611
country/PRT,1990,13.37
country/PRT,1991,11.428
country/PRT,1992,8.863
country/PRT,1993,5.93
country/PRT,1994,4.971
country/PRT,1995,3.969
country/PRT,1996,2.936
country/PRT,1997,1.89
country/PRT,1998,2.215
country/PRT,1999,2.17
country/PRT,2000,2.805
country/PRT,2001,4.41
country/PRT,2002,3.701
country/PRT,2003,3.237
country/PRT,2004,2.51
country/PRT,2005,2.13
country/PRT,2006,3.046
country/PRT,2007,2.422
country/PRT,2008,2.652
country/PRT,2009,0.903
country/PRT,2010,1.391
country/PRT,2011,3.554
country/PRT,2012,2.776
country/PRT,2013,0.44
country/PRT,2014,0.16
country/PRT,2015,0.508
country/PRT,2016,0.636
country/PRT,2017,1.556
country/PRT,2018,1.168
country/PRT,2019,0.3
country/PRT,2020,0.121
country/PRT,2021,0.941
country/PRT,2022,8.103
country/PRT,2023,5.307
country/PRT,2024,3.411
country/PRT,2025,2.382
country/PRT,2026,2.17
country/PRT,2027,1.987
country/PRT,2028,1.962
country/ESP,1980,15.578
country/ESP,1981,14.549
country/ESP,1982,14.416
country/ESP,1983,12.174
country/ESP,1984,11.28
country/ESP,1985,8.815
country/ESP,1986,8.795
country/ESP,1987,5.248
country/ESP,1988,4.837
country/ESP,1989,6.791
country/ESP,1990,6.722
country/ESP,1991,5.934
country/ESP,1992,7.145
country/ESP,1993,4.569
country/ESP,1994,4.718
country/ESP,1995,4.674
country/ESP,1996,3.599
country/ESP,1997,1.877
country/ESP,1998,1.764
country/ESP,1999,2.235
country/ESP,2000,3.484
country/ESP,2001,2.825
country/ESP,2002,3.59
country/ESP,2003,3.103
country/ESP,2004,3.054
country/ESP,2005,3.384
country/ESP,2006,3.561
country/ESP,2007,2.843
country/ESP,2008,4.131
country/ESP,2009,0.239
country/ESP,2010,2.043
country/ESP,2011,3.05
country/ESP,2012,2.436
country/ESP,2013,1.53
country/ESP,2014,0.19
country/ESP,2015,0.629
country/ESP,2016,0.337
country/ESP,2017,2.036
country/ESP,2018,1.736
country/ESP,2019,0.78
country/ESP,2020,0.337
country/ESP,2021,3.008
country/ESP,2022,8.323
country/ESP,2023,3.493
country/ESP,2024,3.929
country/ESP,2025,2.061
country/ESP,2026,1.755
country/ESP,2027,1.7
country/ESP,2028,1.7
country/TUR,1980,110.638
country/TUR,1981,36.364
country/TUR,1982,31.111
country/TUR,1983,31.335
country/TUR,1984,48.378
country/TUR,1985,44.506
country/TUR,1986,34.617
country/TUR,1987,38.851
country/TUR,1988,73.668
country/TUR,1989,63.267
country/TUR,1990,60.317
country/TUR,1991,65.967
country/TUR,1992,70.073
country/TUR,1993,66.097
country/TUR,1994,104.54
country/TUR,1995,89.566
country/TUR,1996,80.236
country/TUR,1997,85.653
country/TUR,1998,84.721
country/TUR,1999,64.87
country/TUR,2000,55.035
country/TUR,2001,54.246
country/TUR,2002,45.134
country/TUR,2003,25.337
country/TUR,2004,8.599
country/TUR,2005,8.179
country/TUR,2006,9.597
country/TUR,2007,8.756
country/TUR,2008,10.444
country/TUR,2009,6.251
country/TUR,2010,8.566
country/TUR,2011,6.472
country/TUR,2012,8.892
country/TUR,2013,7.493
country/TUR,2014,8.855
country/TUR,2015,7.671
country/TUR,2016,7.775
country/TUR,2017,11.144
country/TUR,2018,16.332
country/TUR,2019,15.177
country/TUR,2020,12.279
country/TUR,2021,19.596
country/TUR,2022,72.309
country/TUR,2023,51.171
country/TUR,2024,62.501
country/TUR,2025,52.484
country/TUR,2026,48.138
country/TUR,2027,39.043
country/TUR,2028,37.396
country/AUS,1980,10.136
country/AUS,1981,9.488
country/AUS,1982,11.352
country/AUS,1983,10.039
country/AUS,1984,3.96
country/AUS,1985,6.735
country/AUS,1986,9.05
country/AUS,1987,8.533
country/AUS,1988,7.27
country/AUS,1989,7.58
country/AUS,1990,7.233
country/AUS,1991,3.307
country/AUS,1992,0.969
country/AUS,1993,1.752
country/AUS,1994,1.927
country/AUS,1995,4.626
country/AUS,1996,2.653
country/AUS,1997,0.225
country/AUS,1998,0.859
country/AUS,1999,1.408
country/AUS,2000,4.457
country/AUS,2001,4.407
country/AUS,2002,3.049
country/AUS,2003,2.731
country/AUS,2004,2.342
country/AUS,2005,2.659
country/AUS,2006,3.554
country/AUS,2007,2.356
country/AUS,2008,4.348
country/AUS,2009,1.77
country/AUS,2010,2.863
country/AUS,2011,3.356
country/AUS,2012,1.686
country/AUS,2013,2.45
country/AUS,2014,2.513
country/AUS,2015,1.485
country/AUS,2016,1.277
country/AUS,2017,1.995
country/AUS,2018,1.911
country/AUS,2019,1.61
country/AUS,2020,0.868
country/AUS,2021,2.841
country/AUS,2022,6.614
country/AUS,2023,5.779
country/AUS,2024,3.98
country/AUS,2025,3.367
country/AUS,2026,3.057
country/AUS,2027,2.677
country/AUS,2028,2.574
country/NZL,1980,17.079
country/NZL,1981,15.451
country/NZL,1982,16.126
country/NZL,1983,7.445
country/NZL,1984,6.129
country/NZL,1985,15.38
country/NZL,1986,13.221
country/NZL,1987,15.762
country/NZL,1988,6.351
country/NZL,1989,5.716
country/NZL,1990,6.098
country/NZL,1991,2.602
country/NZL,1992,1.015
country/NZL,1993,1.288
country/NZL,1994,1.745
country/NZL,1995,3.755
country/NZL,1996,2.286
country/NZL,1997,1.187
country/NZL,1998,1.265
country/NZL,1999,0.114
country/NZL,2000,2.615
country/NZL,2001,2.626
country/NZL,2002,2.677
country/NZL,2003,1.754
country/NZL,2004,2.29
country/NZL,2005,3.037
country/NZL,2006,3.365
country/NZL,2007,2.376
country/NZL,2008,3.959
country/NZL,2009,2.116
country/NZL,2010,2.302
country/NZL,2011,4.028
country/NZL,2012,1.06
country/NZL,2013,1.134
country/NZL,2014,1.228
country/NZL,2015,0.293
country/NZL,2016,0.646
country/NZL,2017,1.851
country/NZL,2018,1.598
country/NZL,2019,1.62
country/NZL,2020,1.715
country/NZL,2021,3.941
country/NZL,2022,7.172
country/NZL,2023,4.93
country/NZL,2024,2.662
country/NZL,2025,2.518
country/NZL,2026,2.265
country/NZL,2027,2.139
country/NZL,2028,2.013
country/ZAF,1980,14.236
country/ZAF,1981,15.348
country/ZAF,1982,13.721
country/ZAF,1983,12.797
country/ZAF,1984,11.345
country/ZAF,1985,16.594
country/ZAF,1986,18.102
country/ZAF,1987,16.49
country/ZAF,1988,12.795
country/ZAF,1989,14.642
country/ZAF,1990,14.386
country/ZAF,1991,15.153
country/ZAF,1992,14.012
country/ZAF,1993,9.72
country/ZAF,1994,8.773
country/ZAF,1995,8.849
country/ZAF,1996,7.338
country/ZAF,1997,8.613
country/ZAF,1998,6.973
country/ZAF,1999,5.134
country/ZAF,2000,5.322
country/ZAF,2001,5.705
country/ZAF,2002,9.044
country/ZAF,2003,5.921
country/ZAF,2004,1.387
country/ZAF,2005,3.367
country/ZAF,2006,4.662
country/ZAF,2007,7.139
country/ZAF,2008,11.02
country/ZAF,2009,7.179
country/ZAF,2010,4.211
country/ZAF,2011,4.993
country/ZAF,2012,5.648
country/ZAF,2013,5.742
country/ZAF,2014,6.104
country/ZAF,2015,4.588
country/ZAF,2016,6.333
country/ZAF,2017,5.279
country/ZAF,2018,4.612
country/ZAF,2019,4.121
country/ZAF,2020,3.275
country/ZAF,2021,4.556
country/ZAF,2022,6.869
country/ZAF,2023,5.842
country/ZAF,2024,4.779
country/ZAF,2025,4.5
country/ZAF,2026,4.5
country/ZAF,2027,4.5
country/ZAF,2028,4.5
country/ARG,1998,0.925
country/ARG,1999,1.167
country/ARG,2000,0.939
country/ARG,2001,1.065
country/ARG,2002,25.869
country/ARG,2003,13.443
country/ARG,2004,4.416
country/ARG,2005,9.642
country/ARG,2006,10.898
country/ARG,2007,8.83
country/ARG,2008,8.585
country/ARG,2009,6.27
country/ARG,2010,10.461
country/ARG,2011,9.775
country/ARG,2012,10.043
country/ARG,2013,10.619
country/ARG,2017,25.675
country/ARG,2018,34.277
country/ARG,2019,53.548
country/ARG,2020,42.015
country/ARG,2021,48.409
country/ARG,2022,72.431
country/ARG,2023,121.667
country/ARG,2024,93.698
country/ARG,2025,54.112
country/ARG,2026,42.128
country/ARG,2027,37.142
country/ARG,2028,32.469
country/BOL,1980,47.059
country/BOL,1981,32.134
country/BOL,1982,123.555
country/BOL,1983,275.579
country/BOL,1984,1281.347
country/BOL,1985,11749.63
country/BOL,1986,273.35
country/BOL,1987,14.579
country/BOL,1988,16.002
country/BOL,1989,15.174
country/BOL,1990,17.12
country/BOL,1991,21.444
country/BOL,1992,12.958
country/BOL,1993,8.526
country/BOL,1994,7.875
country/BOL,1995,10.192
country/BOL,1996,12.43
country/BOL,1997,4.709
country/BOL,1998,7.674
country/BOL,1999,2.161
country/BOL,2000,4.601
country/BOL,2001,1.596
country/BOL,2002,0.923
country/BOL,2003,3.338
country/BOL,2004,4.437
country/BOL,2005,5.4
country/BOL,2006,4.3
country/BOL,2007,6.656
country/BOL,2008,14.007
country/BOL,2009,3.345
country/BOL,2010,2.502
country/BOL,2011,9.884
country/BOL,2012,4.517
country/BOL,2013,5.737
country/BOL,2014,5.765
country/BOL,2015,4.061
country/BOL,2016,3.625
country/BOL,2017,2.822
country/BOL,2018,2.272
country/BOL,2019,1.839
country/BOL,2020,0.942
country/BOL,2021,0.736
country/BOL,2022,1.747
country/BOL,2023,3.029
country/BOL,2024,4.366
country/BOL,2025,3.8
country/BOL,2026,3.8
country/BOL,2027,3.8
country/BOL,2028,3.8
country/BRA,1980,90.227
country/BRA,1981,101.737
country/BRA,1982,100.574
country/BRA,1983,135.02
country/BRA,1984,192.121
country/BRA,1985,226.029
country/BRA,1986,147.137
country/BRA,1987,228.327
country/BRA,1988,629.118
country/BRA,1989,1430.724
country/BRA,1990,2947.733
country/BRA,1991,432.772
country/BRA,1992,951.956
country/BRA,1993,1927.381
country/BRA,1994,2075.827
country/BRA,1995,66.008
country/BRA,1996,15.757
country/BRA,1997,6.926
country/BRA,1998,3.196
country/BRA,1999,4.859
country/BRA,2000,7.044
country/BRA,2001,6.84
country/BRA,2002,8.45
country/BRA,2003,14.714
country/BRA,2004,6.598
country/BRA,2005,6.87
country/BRA,2006,4.184
country/BRA,2007,3.641
country/BRA,2008,5.678
country/BRA,2009,4.888
country/BRA,2010,5.039
country/BRA,2011,6.636
country/BRA,2012,5.404
country/BRA,2013,6.204
country/BRA,2014,6.329
country/BRA,2015,9.03
country/BRA,2016,8.74
country/BRA,2017,3.446
country/BRA,2018,3.665
country/BRA,2019,3.733
country/BRA,2020,3.212
country/BRA,2021,8.302
country/BRA,2022,9.28
country/BRA,2023,4.731
country/BRA,2024,4.452
country/BRA,2025,3.035
country/BRA,2026,3.02
country/BRA,2027,3.043
country/BRA,2028,3.005
country/CHL,1980,35.138
country/CHL,1981,19.687
country/CHL,1982,9.941
country/CHL,1983,27.257
country/CHL,1984,19.86
country/CHL,1985,30.703
country/CHL,1986,19.477
country/CHL,1987,19.881
country/CHL,1988,14.684
country/CHL,1989,17.028
country/CHL,1990,26.036
country/CHL,1991,21.815
country/CHL,1992,15.454
country/CHL,1993,12.743
country/CHL,1994,11.46
country/CHL,1995,8.229
country/CHL,1996,7.356
country/CHL,1997,6.127
country/CHL,1998,5.106
country/CHL,1999,3.333
country/CHL,2000,3.838
country/CHL,2001,3.565
country/CHL,2002,2.486
country/CHL,2003,2.811
country/CHL,2004,1.053
country/CHL,2005,3.053
country/CHL,2006,3.402
country/CHL,2007,4.413
country/CHL,2008,8.723
country/CHL,2009,1.498
country/CHL,2010,1.408
country/CHL,2011,3.335
country/CHL,2012,2.999
country/CHL,2013,1.789
country/CHL,2014,4.714
country/CHL,2015,4.349
country/CHL,2016,3.789
country/CHL,2017,2.183
country/CHL,2018,2.317
country/CHL,2019,2.249
country/CHL,2020,3.043
country/CHL,2021,4.524
country/CHL,2022,11.645
country/CHL,2023,7.78
country/CHL,2024,3.557
country/CHL,2025,3.0
country/CHL,2026,3.0
country/CHL,2027,3.0
country/CHL,2028,3.0
country/COL,1980,25.932
country/COL,1981,27.393
country/COL,1982,24.86
country/COL,1983,19.526
country/COL,1984,16.283
country/COL,1985,23.906
country/COL,1986,18.848
country/COL,1987,23.334
country/COL,1988,28.1
country/COL,1989,25.935
country/COL,1990,29.115
country/COL,1991,30.318
country/COL,1992,27.02
country/COL,1993,22.449
country/COL,1994,22.851
country/COL,1995,20.884
country/COL,1996,20.803
country/COL,1997,18.476
country/COL,1998,18.65
country/COL,1999,10.876
country/COL,2000,9.218
country/COL,2001,7.958
country/COL,2002,6.35
country/COL,2003,7.12
country/COL,2004,5.906
country/COL,2005,5.048
country/COL,2006,4.303
country/COL,2007,5.543
country/COL,2008,7.001
country/COL,2009,4.193
country/COL,2010,2.268
country/COL,2011,3.415
country/COL,2012,3.174
country/COL,2013,2.021
country/COL,2014,2.906
country/COL,2015,4.991
country/COL,2016,7.507
country/COL,2017,4.31
country/COL,2018,3.239
country/COL,2019,3.522
country/COL,2020,2.525
country/COL,2021,3.501
country/COL,2022,10.184
country/COL,2023,11.39
country/COL,2024,5.243
country/COL,2025,3.569
country/COL,2026,3.026
country/COL,2027,3.017
country/COL,2028,2.96
country/CRI,1980,18.121
country/CRI,1981,36.806
country/CRI,1982,90.271
country/CRI,1983,32.503
country/CRI,1984,12.013
country/CRI,1985,15.129
country/CRI,1986,11.788
country/CRI,1987,16.806
country/CRI,1988,20.845
country/CRI,1989,16.491
country/CRI,1990,19.069
country/CRI,1991,20.195
country/CRI,1992,21.788
country/CRI,1993,9.781
country/CRI,1994,13.534
country/CRI,1995,23.186
country/CRI,1996,17.512
country/CRI,1997,13.248
country/CRI,1998,11.66
country/CRI,1999,10.045
country/CRI,2000,10.961
country/CRI,2001,11.256
country/CRI,2002,9.167
country/CRI,2003,9.448
country/CRI,2004,12.315
country/CRI,2005,13.798
country/CRI,2006,11.471
country/CRI,2007,9.357
country/CRI,2008,13.425
country/CRI,2009,7.843
country/CRI,2010,5.663
country/CRI,2011,4.878
country/CRI,2012,4.496
country/CRI,2013,5.231
country/CRI,2014,4.519
country/CRI,2015,0.802
country/CRI,2016,0.017
country/CRI,2017,1.626
country/CRI,2018,2.221
country/CRI,2019,2.096
country/CRI,2020,0.725
country/CRI,2021,1.727
country/CRI,2022,8.275
country/CRI,2023,0.661
country/CRI,2024,1.924
country/CRI,2025,3.0
country/CRI,2026,3.0
country/CRI,2027,3.0
country/CRI,2028,3.0
country/DOM,1980,21.664
country/DOM,1981,7.523
country/DOM,1982,7.643
country/DOM,1983,5.629
country/DOM,1984,20.152
country/DOM,1985,45.336
country/DOM,1986,7.639
country/DOM,1987,13.551
country/DOM,1988,43.864
country/DOM,1989,40.658
country/DOM,1990,50.463
country/DOM,1991,47.079
country/DOM,1992,4.259
country/DOM,1993,5.25
country/DOM,1994,8.261
country/DOM,1995,12.536
country/DOM,1996,5.399
country/DOM,1997,8.297
country/DOM,1998,4.832
country/DOM,1999,6.471
country/DOM,2000,7.723
country/DOM,2001,8.884
country/DOM,2002,5.223
country/DOM,2003,27.45
country/DOM,2004,51.461
country/DOM,2005,4.19
country/DOM,2006,7.573
country/DOM,2007,6.144
country/DOM,2008,10.644
country/DOM,2009,1.442
country/DOM,2010,6.33
country/DOM,2011,8.459
country/DOM,2012,3.694
country/DOM,2013,4.831
country/DOM,2014,2.999
country/DOM,2015,0.837
country/DOM,2016,1.614
country/DOM,2017,3.28
country/DOM,2018,3.564
country/DOM,2019,1.811
country/DOM,2020,3.781
country/DOM,2021,8.243
country/DOM,2022,8.812
country/DOM,2023,4.908
country/DOM,2024,4.18
country/DOM,2025,3.97
country/DOM,2026,3.972
country/DOM,2027,4.015
country/DOM,2028,4.048
country/ECU,1980,13.049
country/ECU,1981,16.387
country/ECU,1982,16.258
country/ECU,1983,48.434
country/ECU,1984,31.23
country/ECU,1985,27.983
country/ECU,1986,23.03
country/ECU,1987,29.504
country/ECU,1988,58.216
country/ECU,1989,75.648
country/ECU,1990,48.519
country/ECU,1991,48.804
country/ECU,1992,54.341
country/ECU,1993,45.0
country/ECU,1994,27.443
country/ECU,1995,22.886
country/ECU,1996,24.4
country/ECU,1997,30.6
country/ECU,1998,36.1
country/ECU,1999,52.2
country/ECU,2000,96.1
country/ECU,2001,37.674
country/ECU,2002,12.485
country/ECU,2003,7.929
country/ECU,2004,2.741
country/ECU,2005,2.17
country/ECU,2006,3.299
country/ECU,2007,2.276
country/ECU,2008,8.4
country/ECU,2009,5.16
country/ECU,2010,3.554
country/ECU,2011,4.475
country/ECU,2012,5.102
country/ECU,2013,2.722
country/ECU,2014,3.589
country/ECU,2015,3.966
country/ECU,2016,1.728
country/ECU,2017,0.417
country/ECU,2018,0.224
country/ECU,2019,0.266
country/ECU,2020,0.339
country/ECU,2021,0.133
country/ECU,2022,3.466
country/ECU,2023,2.347
country/ECU,2024,1.779
country/ECU,2025,1.519
country/ECU,2026,1.51
country/ECU,2027,1.51
country/ECU,2028,1.51
country/SLV,1980,17.359
country/SLV,1981,14.818
country/SLV,1982,11.703
country/SLV,1983,13.121
country/SLV,1984,11.705
country/SLV,1985,22.318
country/SLV,1986,31.945
country/SLV,1987,24.849
country/SLV,1988,19.772
country/SLV,1989,17.651
country/SLV,1990,28.294
country/SLV,1991,14.409
country/SLV,1992,11.221
country/SLV,1993,18.505
country/SLV,1994,10.584
country/SLV,1995,10.03
country/SLV,1996,9.79
country/SLV,1997,4.49
country/SLV,1998,2.549
country/SLV,1999,0.513
country/SLV,2000,2.274
country/SLV,2001,3.745
country/SLV,2002,1.869
country/SLV,2003,2.121
country/SLV,2004,4.452
country/SLV,2005,4.69
country/SLV,2006,4.035
country/SLV,2007,4.58
country/SLV,2008,7.258
country/SLV,2009,0.537
country/SLV,2010,1.179
country/SLV,2011,5.129
country/SLV,2012,1.73
country/SLV,2013,0.758
country/SLV,2014,1.141
country/SLV,2015,0.731
country/SLV,2016,0.604
country/SLV,2017,1.014
country/SLV,2018,1.088
country/SLV,2019,0.074
country/SLV,2020,0.37
country/SLV,2021,3.468
country/SLV,2022,7.196
country/SLV,2023,4.425
country/SLV,2024,2.389
country/SLV,2025,1.75
country/SLV,2026,1.85
country/SLV,2027,1.95
country/SLV,2028,2.0
country/GTM,1980,10.667
country/GTM,1981,11.4
country/GTM,1982,4.898
country/GTM,1983,6.719
country/GTM,1984,3.208
country/GTM,1985,19.176
country/GTM,1986,32.78
country/GTM,1987,10.848
country/GTM,1988,10.295
country/GTM,1989,12.988
country/GTM,1990,37.977
country/GTM,1991,35.105
country/GTM,1992,10.245
country/GTM,1993,13.362
country/GTM,1994,12.51
country/GTM,1995,8.41
country/GTM,1996,11.057
country/GTM,1997,9.235
country/GTM,1998,6.617
country/GTM,1999,5.209
country/GTM,2000,5.979
country/GTM,2001,7.284
country/GTM,2002,8.136
country/GTM,2003,5.602
country/GTM,2004,7.579
country/GTM,2005,9.107
country/GTM,2006,6.562
country/GTM,2007,6.822
country/GTM,2008,11.355
country/GTM,2009,1.86
country/GTM,2010,3.86
country/GTM,2011,6.215
country/GTM,2012,3.783
country/GTM,2013,4.343
country/GTM,2014,3.418
country/GTM,2015,2.389
country/GTM,2016,4.448
country/GTM,2017,4.425
country/GTM,2018,3.752
country/GTM,2019,3.7
country/GTM,2020,3.214
country/GTM,2021,4.261
country/GTM,2022,6.885
country/GTM,2023,6.33
country/GTM,2024,5.475
country/GTM,2025,4.116
country/GTM,2026,3.97
country/GTM,2027,3.97
country/GTM,2028,3.97
country/HTI,1980,19.079
country/HTI,1981,10.858
country/HTI,1982,7.359
country/HTI,1983,10.244
country/HTI,1984,6.402
country/HTI,1985,10.649
country/HTI,1986,3.28
country/HTI,1987,11.449
country/HTI,1988,4.105
country/HTI,1989,6.924
country/HTI,1990,21.276
country/HTI,1991,15.42
country/HTI,1992,19.358
country/HTI,1993,22.556
country/HTI,1994,42.557
country/HTI,1995,30.2
country/HTI,1996,20.584
country/HTI,1997,11.606
country/HTI,1998,6.591
country/HTI,1999,2.794
country/HTI,2000,6.446
country/HTI,2001,15.489
country/HTI,2002,6.555
country/HTI,2003,22.238
country/HTI,2004,25.71
country/HTI,2005,14.111
country/HTI,2006,12.972
country/HTI,2007,6.913
country/HTI,2008,12.511
country/HTI,2009,5.597
country/HTI,2010,2.921
country/HTI,2011,5.242
country/HTI,2012,5.699
country/HTI,2013,5.299
country/HTI,2014,3.155
country/HTI,2015,5.317
country/HTI,2016,11.435
country/HTI,2017,10.61
country/HTI,2018,11.416
country/HTI,2019,17.308
country/HTI,2020,22.945
country/HTI,2021,15.941
country/HTI,2022,27.576
country/HTI,2023,43.603
country/HTI,2024,13.419
country/HTI,2025,12.61
country/HTI,2026,11.523
country/HTI,2027,9.726
country/HTI,2028,9.726
country/HND,1980,18.074
country/HND,1981,9.406
country/HND,1982,9.023
country/HND,1983,8.213
country/HND,1984,4.726
country/HND,1985,3.363
country/HND,1986,4.353
country/HND,1987,2.487
country/HND,1988,4.491
country/HND,1989,9.85
country/HND,1990,23.323
country/HND,1991,33.949
country/HND,1992,8.741
country/HND,1993,10.775
country/HND,1994,21.769
country/HND,1995,29.432
country/HND,1996,23.845
country/HND,1997,20.2
country/HND,1998,13.668
country/HND,1999,11.664
country/HND,2000,11.047
country/HND,2001,9.675
country/HND,2002,7.691
country/HND,2003,7.674
country/HND,2004,8.114
country/HND,2005,8.809
country/HND,2006,5.578
country/HND,2007,6.936
country/HND,2008,11.403
country/HND,2009,5.496
country/HND,2010,4.699
country/HND,2011,6.762
country/HND,2012,5.218
country/HND,2013,5.186
country/HND,2014,6.082
country/HND,2015,3.158
country/HND,2016,2.725
country/HND,2017,3.934
country/HND,2018,4.348
country/HND,2019,4.365
country/HND,2020,3.468
country/HND,2021,4.481
country/HND,2022,9.09
country/HND,2023,6.37
country/HND,2024,4.736
country/HND,2025,4.098
country/HND,2026,4.0
country/HND,2027,4.0
country/HND,2028,4.0
country/MEX,1980,26.471
country/MEX,1981,28.034
country/MEX,1982,59.115
country/MEX,1983,101.805
country/MEX,1984,65.439
country/MEX,1985,57.789
country/MEX,1986,86.449
country/MEX,1987,131.96
country/MEX,1988,113.502
country/MEX,1989,19.918
country/MEX,1990,26.65
country/MEX,1991,22.609
country/MEX,1992,15.517
country/MEX,1993,9.763
country/MEX,1994,6.986
country/MEX,1995,35.061
country/MEX,1996,34.35
country/MEX,1997,20.597
country/MEX,1998,15.917
country/MEX,1999,16.566
country/MEX,2000,9.486
country/MEX,2001,6.366
country/MEX,2002,5.037
country/MEX,2003,4.55
country/MEX,2004,4.694
country/MEX,2005,3.99
country/MEX,2006,3.633
