GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
DC_TOF_SCHIPSL.,"Total official flows for scholarships, by recipient countries (millions of constant 2021 United States dollars)",,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2021 United States dollars)",DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2021 United States dollars)"
DC_TOF_TRDCMDL.,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)",,DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)",DC_TOF_TRDCMDL,"Total official flows (commitments) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)"
DC_TOF_TRDCML.,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)",,DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)",DC_TOF_TRDCML,"Total official flows (commitments) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)"
DC_TOF_TRDDBMDL.,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)",,DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)",DC_TOF_TRDDBMDL,"Total official flows (disbursement) for Aid for Trade, by donor countries (millions of constant 2021 United States dollars)"
DC_TOF_TRDDBML.,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)",,DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)",DC_TOF_TRDDBML,"Total official flows (disbursement) for Aid for Trade, by recipient countries (millions of constant 2021 United States dollars)"
DC_TOF_WASHL.,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",,DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)",DC_TOF_WASHL,"Total official development assistance (gross disbursement) for water supply and sanitation, by recipient countries (millions of constant 2021 United States dollars)"
DC_TRF_TFDV.,"Total resource flows for development, by recipient and donor countries (millions of current United States dollars)",,DC_TRF_TFDV,"Total resource flows for development, by recipient and donor countries (millions of current United States dollars)",DC_TRF_TFDV,"Total resource flows for development, by recipient and donor countries (millions of current United States dollars)"
DC_TRF_TOTDL.,"Total assistance for development, by donor countries (millions of current United States dollars)",,DC_TRF_TOTDL,"Total assistance for development, by donor countries (millions of current United States dollars)",DC_TRF_TOTDL,"Total assistance for development, by donor countries (millions of current United States dollars)"
DC_TRF_TOTL.,"Total assistance for development, by recipient countries (millions of current United States dollars)",,DC_TRF_TOTL,"Total assistance for development, by recipient countries (millions of current United States dollars)",DC_TRF_TOTL,"Total assistance for development, by recipient countries (millions of current United States dollars)"
DI_ILL_IN.,Total value of inward illicit financial flows,Total,DI_ILL_IN,Total value of inward illicit financial flows,DI_ILL_IN@ILLICIT_FINANCIAL_FLOWS--IFF_ETF_TIP,Total value of inward illicit financial flows [Illicit Financial Flows = Trafficking in persons]
DI_ILL_IN.,Total value of inward illicit financial flows,Illicit Financial Flows = Drug trafficking,DI_ILL_IN,Total value of inward illicit financial flows,DI_ILL_IN@ILLICIT_FINANCIAL_FLOWS--IFF_ILM_DRG,Total value of inward illicit financial flows [Illicit Financial Flows = Drug trafficking]
DI_ILL_IN.,Total value of inward illicit financial flows,Illicit Financial Flows = Smuggling of migrants,DI_ILL_IN,Total value of inward illicit financial flows,DI_ILL_IN@ILLICIT_FINANCIAL_FLOWS--IFF_ILM_SOM,Total value of inward illicit financial flows [Illicit Financial Flows = Smuggling of migrants]
DI_ILL_OUT.,Total value of outward illicit financial flows,Total,DI_ILL_OUT,Total value of outward illicit financial flows,DI_ILL_OUT@ILLICIT_FINANCIAL_FLOWS--IFF_ILM_DRG,Total value of outward illicit financial flows [Illicit Financial Flows = Drug trafficking]
DI_ILL_OUT.,Total value of outward illicit financial flows,Illicit Financial Flows = Smuggling of migrants,DI_ILL_OUT,Total value of outward illicit financial flows,DI_ILL_OUT@ILLICIT_FINANCIAL_FLOWS--IFF_ILM_SOM,Total value of outward illicit financial flows [Illicit Financial Flows = Smuggling of migrants]
DP_DOD_DLD2_CR_CG_Z1.,"Gross public sector debt, Central Government, as a proportion of GDP (%)",,DP_DOD_DLD2_CR_CG_Z1,"Gross public sector debt, Central Government, as a proportion of GDP (%)",DP_DOD_DLD2_CR_CG_Z1,"Gross public sector debt, Central Government, as a proportion of GDP (%)"
DT_DOD_DECT_GN_ZS.,External debt stocks as a proportion of GNI (%),,DT_DOD_DECT_GN_ZS,External debt stocks as a proportion of GNI (%),DT_DOD_DECT_GN_ZS,External debt stocks as a proportion of GNI (%)
DT_TDS_DECT.,Debt service as a proportion of exports of goods and services (%),,DT_TDS_DECT,Debt service as a proportion of exports of goods and services (%),DT_TDS_DECT,Debt service as a proportion of exports of goods and services (%)
EG_ACS_ELEC.,"Proportion of population with access to electricity, by urban/rural (%)",Total,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",EG_ACS_ELEC@URBANISATION--R,"Proportion of population with access to electricity, by urban/rural (%) [Location = Rural]"
EG_ACS_ELEC.,"Proportion of population with access to electricity, by urban/rural (%)",Location = Urban,EG_ACS_ELEC,"Proportion of population with access to electricity, by urban/rural (%)",EG_ACS_ELEC@URBANISATION--U,"Proportion of population with access to electricity, by urban/rural (%) [Location = Urban]"
EG_EGY_CLEAN.,Proportion of population with primary reliance on clean fuels and technology (%),Total,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),EG_EGY_CLEAN@URBANISATION--R,Proportion of population with primary reliance on clean fuels and technology (%) [Location = Rural]
EG_EGY_CLEAN.,Proportion of population with primary reliance on clean fuels and technology (%),Location = Urban,EG_EGY_CLEAN,Proportion of population with primary reliance on clean fuels and technology (%),EG_EGY_CLEAN@URBANISATION--U,Proportion of population with primary reliance on clean fuels and technology (%) [Location = Urban]
EG_EGY_PRIM.,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),,EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP),EG_EGY_PRIM,Energy intensity level of primary energy (megajoules per constant 2017 purchasing power parity GDP)
EG_EGY_RNEW.,Installed renewableÂ electricity-generating capacity (watts per capita),,EG_EGY_RNEW,Installed renewableÂ electricity-generating capacity (watts per capita),EG_EGY_RNEW,Installed renewableÂ electricity-generating capacity (watts per capita)
EG_FEC_RNEW.,Renewable energy share in the total final energy consumption (%),,EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%),EG_FEC_RNEW,Renewable energy share in the total final energy consumption (%)
EN_ATM_CO2.,Carbon dioxide emissions from fuel combustion (millions of tonnes),,EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes),EN_ATM_CO2,Carbon dioxide emissions from fuel combustion (millions of tonnes)
EN_ATM_PM25.,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",Location = City,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",EN_ATM_PM25@URBANISATION--CITY,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter) [Location = City]"
EN_ATM_PM25.,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",Location = Rural,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",EN_ATM_PM25@URBANISATION--R,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter) [Location = Rural]"
EN_ATM_PM25.,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",Location = Town and semi-dense area,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",EN_ATM_PM25@URBANISATION--TSUB,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter) [Location = Town and semi-dense area]"
EN_ATM_PM25.,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",Location = Urban,EN_ATM_PM25,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter)",EN_ATM_PM25@URBANISATION--U,"Annual mean levels of fine particulate matter (population-weighted), by location (micrograms per cubic meter) [Location = Urban]"
EN_EWT_COLLPCAP.,"Electronic waste collected, per capita (KG)",,EN_EWT_COLLPCAP,"Electronic waste collected, per capita (KG)",EN_EWT_COLLPCAP,"Electronic waste collected, per capita (KG)"
EN_EWT_GENPCAP.,"Electronic waste generated, per capita (Kg)",,EN_EWT_GENPCAP,"Electronic waste generated, per capita (Kg)",EN_EWT_GENPCAP,"Electronic waste generated, per capita (Kg)"
EN_EWT_RCYPCAP.,"Electronic waste recycled, per capita (Kg)",,EN_EWT_RCYPCAP,"Electronic waste recycled, per capita (Kg)",EN_EWT_RCYPCAP,"Electronic waste recycled, per capita (Kg)"
EN_HAZ_GENGDP.,"Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)",,EN_HAZ_GENGDP,"Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)",EN_HAZ_GENGDP,"Hazardous waste generated, per unit of GDP (kilograms per constant 2015 United States dollars)"
EN_HAZ_PCAP.,"Hazardous waste generated, per capita (Kg)",,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)"
