GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE,SERIES,SERIES_Name
EMP_NIFL_RT.005,Informal employment rate (25 to 54 years old) by Disability status,Persons with disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.005,Informal employment rate (25 to 54 years old) by Disability status,Persons without disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.006,Informal employment rate (25 years old and over) by Disability status,Persons with disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.006,Informal employment rate (25 years old and over) by Disability status,Persons without disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.007,Informal employment rate (55 to 64 years old) by Disability status,Persons with disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.007,Informal employment rate (55 to 64 years old) by Disability status,Persons without disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.008,Informal employment rate (65 years old and over) by Disability status,Persons with disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.008,Informal employment rate (65 years old and over) by Disability status,Persons without disability,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.009,"Informal employment rate (15 to 24 years old, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.009,"Informal employment rate (15 to 24 years old, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.010,"Informal employment rate (15 to 24 years old, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.010,"Informal employment rate (15 to 24 years old, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.011,"Informal employment rate (15 years old and over, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.011,"Informal employment rate (15 years old and over, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.012,"Informal employment rate (15 years old and over, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.012,"Informal employment rate (15 years old and over, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.012,"Informal employment rate (15 years old and over, Persons without disability) by Sex",Sex other than Female or Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__SEX--O__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.013,"Informal employment rate (25 to 54 years old, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.013,"Informal employment rate (25 to 54 years old, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.014,"Informal employment rate (25 to 54 years old, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.014,"Informal employment rate (25 to 54 years old, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.014,"Informal employment rate (25 to 54 years old, Persons without disability) by Sex",Sex other than Female or Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y25T54__SEX--O__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.015,"Informal employment rate (25 years old and over, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.015,"Informal employment rate (25 years old and over, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.016,"Informal employment rate (25 years old and over, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.016,"Informal employment rate (25 years old and over, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.016,"Informal employment rate (25 years old and over, Persons without disability) by Sex",Sex other than Female or Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__SEX--O__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.017,"Informal employment rate (55 to 64 years old, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.017,"Informal employment rate (55 to 64 years old, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.018,"Informal employment rate (55 to 64 years old, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.018,"Informal employment rate (55 to 64 years old, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y55T64__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.019,"Informal employment rate (65 years old and over, Persons with disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__SEX--F__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.019,"Informal employment rate (65 years old and over, Persons with disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__SEX--M__DISABILITY_STATUS--PD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.020,"Informal employment rate (65 years old and over, Persons without disability) by Sex",Female,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__SEX--F__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.020,"Informal employment rate (65 years old and over, Persons without disability) by Sex",Male,,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE65__SEX--M__DISABILITY_STATUS--PWD,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.021,Informal employment rate (15 to 24 years old) by Major division of ISIC Rev. 3,Not elsewhere classified (ISIC3),DROP,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.022,Informal employment rate (15 years old and over) by Major division of ISIC Rev. 3,Not elsewhere classified (ISIC3),DROP,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.023,Informal employment rate (25 years old and over) by Major division of ISIC Rev. 3,Not elsewhere classified (ISIC3),DROP,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_X,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.024,"Informal employment rate (15 to 24 years old) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Agriculture, hunting and related service activities (ISIC3_A01)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_A01,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.024,"Informal employment rate (15 to 24 years old) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Forestry, logging and related service activities (ISIC3_A02)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_A02,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.024,"Informal employment rate (15 to 24 years old) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Fishing, aquaculture and service activities incidental to fishing (ISIC3_B05)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_B05,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.025,"Informal employment rate (15 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Agriculture, hunting and related service activities (ISIC3_A01)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_A01,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.025,"Informal employment rate (15 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Forestry, logging and related service activities (ISIC3_A02)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_A02,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.025,"Informal employment rate (15 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Fishing, aquaculture and service activities incidental to fishing (ISIC3_B05)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_B05,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.026,"Informal employment rate (25 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Agriculture, hunting and related service activities (ISIC3_A01)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_A01,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.026,"Informal employment rate (25 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Forestry, logging and related service activities (ISIC3_A02)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_A02,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.026,"Informal employment rate (25 years old and over) by Agriculture, hunting, forestry, and fishing (ISIC3_A and ISIC3_B)","Fishing, aquaculture and service activities incidental to fishing (ISIC3_B05)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_B05,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.027,Informal employment rate (15 to 24 years old) by Mining and quarrying (ISIC3_C),Mining of coal and lignite; extraction of peat (ISIC3_C10),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_C10,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.027,Informal employment rate (15 to 24 years old) by Mining and quarrying (ISIC3_C),"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying (ISIC3_C11)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_C11,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.027,Informal employment rate (15 to 24 years old) by Mining and quarrying (ISIC3_C),Mining of uranium and thorium ores (ISIC3_C12),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_C12,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.027,Informal employment rate (15 to 24 years old) by Mining and quarrying (ISIC3_C),Mining of metal ores (ISIC3_C13),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_C13,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.027,Informal employment rate (15 to 24 years old) by Mining and quarrying (ISIC3_C),Other mining and quarrying (ISIC3_C14),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_C14,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.028,Informal employment rate (15 years old and over) by Mining and quarrying (ISIC3_C),Mining of coal and lignite; extraction of peat (ISIC3_C10),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_C10,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.028,Informal employment rate (15 years old and over) by Mining and quarrying (ISIC3_C),"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying (ISIC3_C11)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_C11,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.028,Informal employment rate (15 years old and over) by Mining and quarrying (ISIC3_C),Mining of uranium and thorium ores (ISIC3_C12),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_C12,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.028,Informal employment rate (15 years old and over) by Mining and quarrying (ISIC3_C),Mining of metal ores (ISIC3_C13),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_C13,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.028,Informal employment rate (15 years old and over) by Mining and quarrying (ISIC3_C),Other mining and quarrying (ISIC3_C14),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_C14,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.029,Informal employment rate (25 years old and over) by Mining and quarrying (ISIC3_C),Mining of coal and lignite; extraction of peat (ISIC3_C10),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_C10,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.029,Informal employment rate (25 years old and over) by Mining and quarrying (ISIC3_C),"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying (ISIC3_C11)",,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_C11,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.029,Informal employment rate (25 years old and over) by Mining and quarrying (ISIC3_C),Mining of uranium and thorium ores (ISIC3_C12),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_C12,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.029,Informal employment rate (25 years old and over) by Mining and quarrying (ISIC3_C),Mining of metal ores (ISIC3_C13),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_C13,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.029,Informal employment rate (25 years old and over) by Mining and quarrying (ISIC3_C),Other mining and quarrying (ISIC3_C14),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_C14,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.030,"Informal employment rate (15 to 24 years old) by Food products, beverages and tobacco",Manufacture of food products and beverages (ISIC3_D15),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_D15,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.030,"Informal employment rate (15 to 24 years old) by Food products, beverages and tobacco",Manufacture of tobacco products (ISIC3_D16),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y15T24__ECONOMIC_ACTIVITY--ISIC3_D16,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.031,"Informal employment rate (15 years old and over) by Food products, beverages and tobacco",Manufacture of food products and beverages (ISIC3_D15),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_D15,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.031,"Informal employment rate (15 years old and over) by Food products, beverages and tobacco",Manufacture of tobacco products (ISIC3_D16),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE15__ECONOMIC_ACTIVITY--ISIC3_D16,EMP_NIFL_RT,Informal employment rate 
EMP_NIFL_RT.032,"Informal employment rate (25 years old and over) by Food products, beverages and tobacco",Manufacture of food products and beverages (ISIC3_D15),,,ILO_EMP_NIFL_RT,ilo/EMP_NIFL_RT.AGE--Y_GE25__ECONOMIC_ACTIVITY--ISIC3_D15,EMP_NIFL_RT,Informal employment rate 
