,GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION,Node
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Guinea-Bissau],EN_MAR_BEALIT_BV@COUNTERPART--GW,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Guinea-Bissau],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--GW
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Guyana],EN_MAR_BEALIT_BV@COUNTERPART--GY,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Guyana],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--GY
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,"Beach litter originating from national land-based sources that ends in the beach [Counterpart = China, Hong Kong Special Administrative Region]",EN_MAR_BEALIT_BV@COUNTERPART--HK,"Beach litter originating from national land-based sources that ends in the beach [Counterpart = China, Hong Kong Special Administrative Region]",dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--HK
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Honduras],EN_MAR_BEALIT_BV@COUNTERPART--HN,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Honduras],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--HN
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Croatia],EN_MAR_BEALIT_BV@COUNTERPART--HR,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Croatia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--HR
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Haiti],EN_MAR_BEALIT_BV@COUNTERPART--HT,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Haiti],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--HT
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Indonesia],EN_MAR_BEALIT_BV@COUNTERPART--ID,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Indonesia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--ID
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Ireland],EN_MAR_BEALIT_BV@COUNTERPART--IE,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Ireland],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IE
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Israel],EN_MAR_BEALIT_BV@COUNTERPART--IL,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Israel],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IL
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Isle of Man],EN_MAR_BEALIT_BV@COUNTERPART--IM,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Isle of Man],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IM
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = India],EN_MAR_BEALIT_BV@COUNTERPART--IN,Beach litter originating from national land-based sources that ends in the beach [Counterpart = India],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IN
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Iran (Islamic Republic of)],EN_MAR_BEALIT_BV@COUNTERPART--IR,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Iran (Islamic Republic of)],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IR
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Iceland],EN_MAR_BEALIT_BV@COUNTERPART--IS,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Iceland],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IS
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Italy],EN_MAR_BEALIT_BV@COUNTERPART--IT,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Italy],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--IT
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jersey],EN_MAR_BEALIT_BV@COUNTERPART--JE,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jersey],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--JE
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jamaica],EN_MAR_BEALIT_BV@COUNTERPART--JM,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jamaica],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--JM
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jordan],EN_MAR_BEALIT_BV@COUNTERPART--JO,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Jordan],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--JO
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Japan],EN_MAR_BEALIT_BV@COUNTERPART--JP,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Japan],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--JP
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Kenya],EN_MAR_BEALIT_BV@COUNTERPART--KE,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Kenya],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KE
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Cambodia],EN_MAR_BEALIT_BV@COUNTERPART--KH,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Cambodia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KH
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Comoros],EN_MAR_BEALIT_BV@COUNTERPART--KM,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Comoros],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KM
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Saint Kitts and Nevis],EN_MAR_BEALIT_BV@COUNTERPART--KN,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Saint Kitts and Nevis],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KN
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Democratic People's Republic of Korea],EN_MAR_BEALIT_BV@COUNTERPART--KP,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Democratic People's Republic of Korea],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KP
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Republic of Korea],EN_MAR_BEALIT_BV@COUNTERPART--KR,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Republic of Korea],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KR
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Kuwait],EN_MAR_BEALIT_BV@COUNTERPART--KW,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Kuwait],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KW
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Cayman Islands],EN_MAR_BEALIT_BV@COUNTERPART--KY,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Cayman Islands],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--KY
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lao People's Democratic Republic],EN_MAR_BEALIT_BV@COUNTERPART--LA,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lao People's Democratic Republic],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LA
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lebanon],EN_MAR_BEALIT_BV@COUNTERPART--LB,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lebanon],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LB
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Saint Lucia],EN_MAR_BEALIT_BV@COUNTERPART--LC,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Saint Lucia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LC
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Sri Lanka],EN_MAR_BEALIT_BV@COUNTERPART--LK,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Sri Lanka],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LK
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Liberia],EN_MAR_BEALIT_BV@COUNTERPART--LR,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Liberia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LR
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lithuania],EN_MAR_BEALIT_BV@COUNTERPART--LT,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Lithuania],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LT
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Latvia],EN_MAR_BEALIT_BV@COUNTERPART--LV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Latvia],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LV
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Libya],EN_MAR_BEALIT_BV@COUNTERPART--LY,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Libya],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--LY
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Morocco],EN_MAR_BEALIT_BV@COUNTERPART--MA,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Morocco],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MA
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Republic of Moldova],EN_MAR_BEALIT_BV@COUNTERPART--MD,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Republic of Moldova],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MD
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Montenegro],EN_MAR_BEALIT_BV@COUNTERPART--ME,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Montenegro],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--ME
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Madagascar],EN_MAR_BEALIT_BV@COUNTERPART--MG,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Madagascar],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MG
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Myanmar],EN_MAR_BEALIT_BV@COUNTERPART--MM,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Myanmar],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MM
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,"Beach litter originating from national land-based sources that ends in the beach [Counterpart = China, Macao Special Administrative Region]",EN_MAR_BEALIT_BV@COUNTERPART--MO,"Beach litter originating from national land-based sources that ends in the beach [Counterpart = China, Macao Special Administrative Region]",dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MO
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Martinique],EN_MAR_BEALIT_BV@COUNTERPART--MQ,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Martinique],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MQ
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Mauritania],EN_MAR_BEALIT_BV@COUNTERPART--MR,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Mauritania],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MR
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Montserrat],EN_MAR_BEALIT_BV@COUNTERPART--MS,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Montserrat],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MS
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Malta],EN_MAR_BEALIT_BV@COUNTERPART--MT,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Malta],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MT
,,,,Do not display in country pages,EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Mauritius],EN_MAR_BEALIT_BV@COUNTERPART--MU,Beach litter originating from national land-based sources that ends in the beach [Counterpart = Mauritius],dcid:sdg/EN_MAR_BEALIT_BV.COUNTERPART--MU
