Query,SV,Place,Exception,EmptyResult,WrongPlace,ChartSVRank,EmbeddingsSVRank
corn for human consumption in new jersey,Amount_FarmInventory_CornForGrain,geoId/34,,,,0,0
aviation gasoline inventories in guyana,AnnualChange_Stocks_Fuel_AviationGasoline,country/GUY,,,,0,0
the amount of aviation gasoline on hand in guyana,AnnualChange_Stocks_Fuel_AviationGasoline,country/GUY,,,,0,0
the level of aviation gasoline reserves in guyana,AnnualChange_Stocks_Fuel_AviationGasoline,country/GUY,,,,0,0
bituminous coal reserves in indonesia,AnnualChange_Stocks_Fuel_BituminousCoal,country/IDN,,,,0,0
bituminous coal supplies in indonesia,AnnualChange_Stocks_Fuel_BituminousCoal,country/IDN,,,,0,0
bituminous coal holdings in indonesia,AnnualChange_Stocks_Fuel_BituminousCoal,country/IDN,,,,0,0
the change in brown coal stocks from one year to the next in croatia,AnnualChange_Stocks_Fuel_BrownCoal,country/HRV,,,,0,0
the difference between the amount of brown coal in stock at the end of one year and the amount in stock at the beginning of the next year in croatia,AnnualChange_Stocks_Fuel_BrownCoal,country/HRV,,,,0,0
the increase or decrease in brown coal stocks over a period of one year in croatia,AnnualChange_Stocks_Fuel_BrownCoal,country/HRV,,,,0,0
annual change in coke oven coke stocks in germany,AnnualChange_Stocks_Fuel_CokeOvenCoke,country/DEU,,,,0,0
coke oven coke stocks year-over-year change in germany,AnnualChange_Stocks_Fuel_CokeOvenCoke,country/DEU,,,,0,0
change in coke oven coke stocks from last year in germany,AnnualChange_Stocks_Fuel_CokeOvenCoke,country/DEU,,,,0,0
crude oil reserves in the united states in romania,AnnualChange_Stocks_Fuel_CrudeOil,country/ROU,,,*,2,1
the amount of crude oil stored in the us in romania,AnnualChange_Stocks_Fuel_CrudeOil,country/ROU,,,*,6,3
the quantity of crude oil held in the us in romania,AnnualChange_Stocks_Fuel_CrudeOil,country/ROU,,,*,0,0
the amount of diesel oil that is stored each year in portugal,AnnualChange_Stocks_Fuel_DieselOil,country/PRT,,,,8,4
the yearly supply of diesel oil in portugal,AnnualChange_Stocks_Fuel_DieselOil,country/PRT,,,,4,2
the annual inventory of diesel oil in portugal,AnnualChange_Stocks_Fuel_DieselOil,country/PRT,,,,0,0
change in fuel oil from one year to the next in russia,AnnualChange_Stocks_Fuel_FuelOil,country/RUS,,,,0,0
year-over-year change in fuel oil in russia,AnnualChange_Stocks_Fuel_FuelOil,country/RUS,,,,0,0
difference between fuel oil prices in one year and the next in russia,AnnualChange_Stocks_Fuel_FuelOil,country/RUS,,,,0,0
hard coal reserves in venezuela,AnnualChange_Stocks_Fuel_HardCoal,country/VEN,,,,2,1
hard coal supplies in venezuela,AnnualChange_Stocks_Fuel_HardCoal,country/VEN,,,,0,0
hard coal holdings in venezuela,AnnualChange_Stocks_Fuel_HardCoal,country/VEN,,,,0,0
yearly change in kerosene stocks in philippines,AnnualChange_Stocks_Fuel_Kerosene,country/PHL,,,,0,0
kerosene stocks year-over-year change in philippines,AnnualChange_Stocks_Fuel_Kerosene,country/PHL,,,,0,0
kerosene stocks annual change in philippines,AnnualChange_Stocks_Fuel_Kerosene,country/PHL,,,,0,0
the amount of kerosene jet fuel that is stored each year in sweden,AnnualChange_Stocks_Fuel_KeroseneJetFuel,country/SWE,,,,4,2
the yearly supply of kerosene jet fuel in sweden,AnnualChange_Stocks_Fuel_KeroseneJetFuel,country/SWE,,,,4,2
the annual inventory of kerosene jet fuel in sweden,AnnualChange_Stocks_Fuel_KeroseneJetFuel,country/SWE,,,,0,0
the amount of liquefied petroleum gas that is stored each year in malaysia,AnnualChange_Stocks_Fuel_LiquifiedPetroleumGas,country/MYS,,,,4,2
the yearly amount of liquefied petroleum gas that is stockpiled in malaysia,AnnualChange_Stocks_Fuel_LiquifiedPetroleumGas,country/MYS,,,,0,0
the annual supply of liquefied petroleum gas in malaysia,AnnualChange_Stocks_Fuel_LiquifiedPetroleumGas,country/MYS,,,,4,2
annual lubricants' stock in greece,AnnualChange_Stocks_Fuel_Lubricants,country/GRC,,,,0,0
annual lubricants' shares in greece,AnnualChange_Stocks_Fuel_Lubricants,country/GRC,,,,0,0
annual lubricants' stock price in greece,AnnualChange_Stocks_Fuel_Lubricants,country/GRC,,,,0,0
motor gasoline inventories in taiwan,AnnualChange_Stocks_Fuel_MotorGasoline,country/TWN,,,,0,0
supplies of motor gasoline in taiwan,AnnualChange_Stocks_Fuel_MotorGasoline,country/TWN,,,,0,0
the amount of motor gasoline on hand in taiwan,AnnualChange_Stocks_Fuel_MotorGasoline,country/TWN,,,,0,0
naphtha supplies in brazil,AnnualChange_Stocks_Fuel_Naphtha,country/BRA,,,,6,3
naphtha inventories in brazil,AnnualChange_Stocks_Fuel_Naphtha,country/BRA,,,,4,2
naphtha holdings in brazil,AnnualChange_Stocks_Fuel_Naphtha,country/BRA,,,,0,0
the amount of natural gas that is stored in the united states each year in netherlands,AnnualChange_Stocks_Fuel_NaturalGas,country/NLD,,,*,8,4
the total amount of natural gas that is available in the united states each year in netherlands,AnnualChange_Stocks_Fuel_NaturalGas,country/NLD,,,*,16,8
the annual supply of natural gas in the united states in netherlands,AnnualChange_Stocks_Fuel_NaturalGas,country/NLD,,,*,2,1
how did the stocks in other bituminous coal industries change annually? in honduras,AnnualChange_Stocks_Fuel_OtherBituminousCoal,country/HND,,,*,-1,0
what was the annual change in stocks in other bituminous coal industries? in honduras,AnnualChange_Stocks_Fuel_OtherBituminousCoal,country/HND,,,*,-1,0
what was the percentage change in stocks in other bituminous coal industries annually? in honduras,AnnualChange_Stocks_Fuel_OtherBituminousCoal,country/HND,,,*,-1,0
other oil products inventory in netherlands,AnnualChange_Stocks_Fuel_OtherOilProducts,country/NLD,,,,0,0
other oil products supply in netherlands,AnnualChange_Stocks_Fuel_OtherOilProducts,country/NLD,,,,6,3
other oil products holdings in netherlands,AnnualChange_Stocks_Fuel_OtherOilProducts,country/NLD,,,,0,0
the amount of petroleum coke that is stored each year in cuba,AnnualChange_Stocks_Fuel_PetroleumCoke,country/CUB,,,,6,3
the yearly amount of petroleum coke that is stockpiled in cuba,AnnualChange_Stocks_Fuel_PetroleumCoke,country/CUB,,,,0,0
the annual quantity of petroleum coke that is kept in reserve in cuba,AnnualChange_Stocks_Fuel_PetroleumCoke,country/CUB,,,,6,3
acetaldehyde emissions from external combustion per year in klickitat county,Annual_Amount_Emissions_Acetaldehyde_SCC_1_ExternalCombustion,geoId/53039,,,,0,0
annual external combustion acetaldehyde emissions in klickitat county,Annual_Amount_Emissions_Acetaldehyde_SCC_1_ExternalCombustion,geoId/53039,*,,,,
acetaldehyde emissions from external combustion in a year in klickitat county,Annual_Amount_Emissions_Acetaldehyde_SCC_1_ExternalCombustion,geoId/53039,*,,,,
acetaldehyde emissions from stationary fuel combustion each year in bonner county,Annual_Amount_Emissions_Acetaldehyde_SCC_21_StationarySourceFuelCombustion,geoId/16017,,,,0,0
the amount of acetaldehyde released into the air each year from burning fuel at stationary sources in bonner county,Annual_Amount_Emissions_Acetaldehyde_SCC_21_StationarySourceFuelCombustion,geoId/16017,,,,0,0
the annual amount of acetaldehyde released into the atmosphere from stationary fuel combustion in bonner county,Annual_Amount_Emissions_Acetaldehyde_SCC_21_StationarySourceFuelCombustion,geoId/16017,,,,0,0
acetaldehyde emissions from mobile sources each year in adair county,Annual_Amount_Emissions_Acetaldehyde_SCC_22_MobileSources,geoId/21001,,,*,0,0
the amount of acetaldehyde emitted by mobile sources each year in adair county,Annual_Amount_Emissions_Acetaldehyde_SCC_22_MobileSources,geoId/21001,,,*,0,0
the annual amount of acetaldehyde emitted by mobile sources in adair county,Annual_Amount_Emissions_Acetaldehyde_SCC_22_MobileSources,geoId/21001,,,*,0,0
the amount of acetaldehyde released into the atmosphere each year from industrial processes in knox county,Annual_Amount_Emissions_Acetaldehyde_SCC_23_IndustrialProcesses,geoId/31107,,,*,2,1
the annual output of acetaldehyde from industrial processes in knox county,Annual_Amount_Emissions_Acetaldehyde_SCC_23_IndustrialProcesses,geoId/31107,,,*,0,0
the yearly release of acetaldehyde from industrial processes in knox county,Annual_Amount_Emissions_Acetaldehyde_SCC_23_IndustrialProcesses,geoId/31107,,,*,0,0
acetaldehyde emissions from solvent use each year in ralls county,Annual_Amount_Emissions_Acetaldehyde_SCC_24_SolventUtilization,geoId/29173,,,,0,0
the amount of acetaldehyde released into the air each year from using solvents in ralls county,Annual_Amount_Emissions_Acetaldehyde_SCC_24_SolventUtilization,geoId/29173,,,,0,1
the annual amount of acetaldehyde that is released into the atmosphere as a result of solvent use in ralls county,Annual_Amount_Emissions_Acetaldehyde_SCC_24_SolventUtilization,geoId/29173,,,,0,0
acetaldehyde emissions from waste disposal treatment and recovery each year in mahaska county,Annual_Amount_Emissions_Acetaldehyde_SCC_26_WasteDisposalTreatmentAndRecovery,geoId/19123,,,,0,0
the amount of acetaldehyde released into the air each year from waste disposal treatment and recovery in mahaska county,Annual_Amount_Emissions_Acetaldehyde_SCC_26_WasteDisposalTreatmentAndRecovery,geoId/19123,,,,0,0
the annual release of acetaldehyde into the atmosphere from waste disposal treatment and recovery in mahaska county,Annual_Amount_Emissions_Acetaldehyde_SCC_26_WasteDisposalTreatmentAndRecovery,geoId/19123,,,,0,0
the amount of acetaldehyde emitted from natural sources each year in person county,Annual_Amount_Emissions_Acetaldehyde_SCC_27_NaturalSources,geoId/37145,,,*,0,0
the annual release of acetaldehyde from natural sources in person county,Annual_Amount_Emissions_Acetaldehyde_SCC_27_NaturalSources,geoId/37145,,,*,0,0
the yearly output of acetaldehyde from natural sources in person county,Annual_Amount_Emissions_Acetaldehyde_SCC_27_NaturalSources,geoId/37145,,,*,0,0
acetaldehyde emissions from miscellaneous area sources in the united states each year in boise county,Annual_Amount_Emissions_Acetaldehyde_SCC_28_MiscellaneousAreaSources,geoId/16015,,,*,0,0
the amount of acetaldehyde released into the air from miscellaneous area sources in the us each year in boise county,Annual_Amount_Emissions_Acetaldehyde_SCC_28_MiscellaneousAreaSources,geoId/16015,,,*,0,1
the annual amount of acetaldehyde emitted from miscellaneous area sources in the us in boise county,Annual_Amount_Emissions_Acetaldehyde_SCC_28_MiscellaneousAreaSources,geoId/16015,,,*,0,0
acetaldehyde emissions from internal combustion engines each year in huron county,Annual_Amount_Emissions_Acetaldehyde_SCC_2_InternalCombustionEngines,geoId/39077,,,*,-1,0
the amount of acetaldehyde emitted from internal combustion engines each year in huron county,Annual_Amount_Emissions_Acetaldehyde_SCC_2_InternalCombustionEngines,geoId/39077,,,*,-1,0
the annual amount of acetaldehyde emitted by internal combustion engines in huron county,Annual_Amount_Emissions_Acetaldehyde_SCC_2_InternalCombustionEngines,geoId/39077,,,*,-1,0
acetaldehyde emissions from industrial processes each year in nueces county,Annual_Amount_Emissions_Acetaldehyde_SCC_3_IndustrialProcesses,geoId/48355,,,,2,1
the amount of acetaldehyde released into the air each year from industrial processes in nueces county,Annual_Amount_Emissions_Acetaldehyde_SCC_3_IndustrialProcesses,geoId/48355,,,,0,0
the annual release of acetaldehyde into the atmosphere from industrial processes in nueces county,Annual_Amount_Emissions_Acetaldehyde_SCC_3_IndustrialProcesses,geoId/48355,,,,0,0
acetaldehyde emissions from petroleum and solvent evaporation each year in la crosse county,Annual_Amount_Emissions_Acetaldehyde_SCC_4_PetroleumAndSolventEvaporation,geoId/55063,,,,0,0
the amount of acetaldehyde that evaporates from petroleum and solvents each year in la crosse county,Annual_Amount_Emissions_Acetaldehyde_SCC_4_PetroleumAndSolventEvaporation,geoId/55063,,,,0,0
the annual release of acetaldehyde from petroleum and solvent evaporation in la crosse county,Annual_Amount_Emissions_Acetaldehyde_SCC_4_PetroleumAndSolventEvaporation,geoId/55063,,,,0,0
the amount of acetaldehyde released into the environment each year from waste disposal in kings county,Annual_Amount_Emissions_Acetaldehyde_SCC_5_WasteDisposal,geoId/06031,,,,0,0
the annual release of acetaldehyde into the environment from waste disposal in kings county,Annual_Amount_Emissions_Acetaldehyde_SCC_5_WasteDisposal,geoId/06031,,,,2,1
the amount of acetaldehyde that is released into the environment each year from waste disposal in kings county,Annual_Amount_Emissions_Acetaldehyde_SCC_5_WasteDisposal,geoId/06031,,,,0,0
ammonia emissions from external combustion engines in mahoning county,Annual_Amount_Emissions_Ammonia_SCC_1_ExternalCombustion,geoId/39099,,,,2,1
ammonia released from external combustion engines each year in mahoning county,Annual_Amount_Emissions_Ammonia_SCC_1_ExternalCombustion,geoId/39099,,,,2,1
the amount of ammonia released from external combustion engines each year in mahoning county,Annual_Amount_Emissions_Ammonia_SCC_1_ExternalCombustion,geoId/39099,,,,2,1
