dcid,Name,Description,Override_Alternatives,Curated_Alternatives
Annual_Amount_Emissions_Chromium_6_SCC_24_SolventUtilization,"Annual Amount Emissions Chromium(6+), SolventUtilization (24)",Annual Emissions of Chromium in Solvent Utilization,,
Annual_Amount_Emissions_Chromium_6_SCC_26_WasteDisposalTreatmentAndRecovery,"Annual Amount Emissions Chromium(6+), WasteDisposalTreatmentAndRecovery (26)",Annual Emissions of Chromium in Waste Disposal Treatment and Recovery,,
Annual_Amount_Emissions_Chromium_6_SCC_28_MiscellaneousAreaSources,"Annual Amount Emissions Chromium(6+), MiscellaneousAreaSources (28)",Annual Emissions of Chromium in Miscellaneous Area Sources,,
Annual_Amount_Emissions_Chromium_6_SCC_3_IndustrialProcesses,"Annual Amount Emissions Chromium(6+), IndustrialProcesses (3)",Annual Emissions of Chromium in Industrial Processes,,
Annual_Amount_Emissions_Chromium_6_SCC_4_PetroleumAndSolventEvaporation,"Annual Amount Emissions Chromium(6+), PetroleumAndSolventEvaporation (4)",Annual Emissions of Chromium in Petroleum and Solvent Evaporation,,
Annual_Amount_Emissions_Chromium_6_SCC_5_WasteDisposal,"Annual Amount Emissions Chromium(6+), WasteDisposal (5)",Annual Emissions of Chromium in Waste Disposal,,
Annual_Amount_Emissions_Cobalt_SCC_1_ExternalCombustion,"Annual Amount Emissions Cobalt, ExternalCombustion (1)",Annual Emissions of Cobalt in External Combustion,,
Annual_Amount_Emissions_Cobalt_SCC_2_InternalCombustionEngines,"Annual Amount Emissions Cobalt, InternalCombustionEngines (2)",Annual Emissions of Cobalt in Internal Combustion Engines,,
Annual_Amount_Emissions_Cobalt_SCC_21_StationarySourceFuelCombustion,"Annual Amount Emissions Cobalt, StationarySourceFuelCombustion (21)",Annual Emissions of Cobalt in Stationary Source Fuel Combustion,,
Annual_Amount_Emissions_Cobalt_SCC_22_MobileSources,"Annual Amount Emissions Cobalt, MobileSources (22)",Annual Emissions of Cobalt in Mobile Sources,,
Annual_Amount_Emissions_Cobalt_SCC_23_IndustrialProcesses,"Annual Amount Emissions Cobalt, IndustrialProcesses (23)",Annual Emissions of Cobalt in Industrial Processes,,
Annual_Amount_Emissions_Cobalt_SCC_24_SolventUtilization,"Annual Amount Emissions Cobalt, SolventUtilization (24)",Annual Emissions of Cobalt in Solvent Utilization,,
Annual_Amount_Emissions_Cobalt_SCC_26_WasteDisposalTreatmentAndRecovery,"Annual Amount Emissions Cobalt, WasteDisposalTreatmentAndRecovery (26)",Annual Emissions of Cobalt in Waste Disposal Treatment and Recovery,,
Annual_Amount_Emissions_Cobalt_SCC_28_MiscellaneousAreaSources,"Annual Amount Emissions Cobalt, MiscellaneousAreaSources (28)",Annual Emissions of Cobalt in Miscellaneous Area Sources,,
Annual_Amount_Emissions_Cobalt_SCC_3_IndustrialProcesses,"Annual Amount Emissions Cobalt, IndustrialProcesses (3)",Annual Emissions of Cobalt in Industrial Processes,,
Annual_Amount_Emissions_Cobalt_SCC_4_PetroleumAndSolventEvaporation,"Annual Amount Emissions Cobalt, PetroleumAndSolventEvaporation (4)",Annual Emissions of Cobalt in Petroleum and Solvent Evaporation,,
Annual_Amount_Emissions_Cobalt_SCC_5_WasteDisposal,"Annual Amount Emissions Cobalt, WasteDisposal (5)",Annual Emissions of Cobalt in Waste Disposal,,
Annual_Amount_Emissions_Cyanide_SCC_1_ExternalCombustion,"Annual Amount Emissions Cyanide, ExternalCombustion (1)",Annual Emissions of Cyanide in External Combustion,,
Annual_Amount_Emissions_Cyanide_SCC_2_InternalCombustionEngines,"Annual Amount Emissions Cyanide, InternalCombustionEngines (2)",Annual Emissions of Cyanide in Internal Combustion Engines,,
Annual_Amount_Emissions_Cyanide_SCC_21_StationarySourceFuelCombustion,"Annual Amount Emissions Cyanide, StationarySourceFuelCombustion (21)",Annual Emissions of Cyanide in Stationary Source Fuel Combustion,,
Annual_Amount_Emissions_Cyanide_SCC_23_IndustrialProcesses,"Annual Amount Emissions Cyanide, IndustrialProcesses (23)",Annual Emissions of Cyanide in Industrial Processes,,
Annual_Amount_Emissions_Cyanide_SCC_24_SolventUtilization,"Annual Amount Emissions Cyanide, SolventUtilization (24)",Annual Emissions of Cyanide in Solvent Utilization,,
Annual_Amount_Emissions_Cyanide_SCC_26_WasteDisposalTreatmentAndRecovery,"Annual Amount Emissions Cyanide, WasteDisposalTreatmentAndRecovery (26)",Annual Emissions of Cyanide in Waste Disposal Treatment and Recovery,,
Annual_Amount_Emissions_Cyanide_SCC_28_MiscellaneousAreaSources,"Annual Amount Emissions Cyanide, MiscellaneousAreaSources (28)",Annual Emissions of Cyanide in Miscellaneous Area Sources,,
Annual_Amount_Emissions_Cyanide_SCC_3_IndustrialProcesses,"Annual Amount Emissions Cyanide, IndustrialProcesses (3)",Annual Emissions of Cyanide in Industrial Processes,,
Annual_Amount_Emissions_Cyanide_SCC_4_PetroleumAndSolventEvaporation,"Annual Amount Emissions Cyanide, PetroleumAndSolventEvaporation (4)",Annual Emissions of Cyanide in Petroleum and Solvent Evaporation,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_Ammonia,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, Ammonia",Annual Emissions of Non Biogenic Ammonia From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_CarbonMonoxide,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, Carbon Monoxide",Annual Emissions of Non Biogenic Carbon Monoxide From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_OxidesOfNitrogen,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, Oxides of Nitrogen",Annual Emissions of Non Biogenic Oxides of Nitrogen From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_PM10,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, PM 10",Annual Emissions of Non Biogenic PM10 From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_PM2.5,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, PM 2.5",Annual Emissions of Non Biogenic PM2.5 From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_SulfurDioxide,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, Sulfur Dioxide",Annual Emissions of Non Biogenic Sulfur Dioxide From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAFuelCombustionOther_NonBiogenicEmissionSource_VolatileOrganicCompound,"Annual Amount of Emissions: EPA_Fuel Combustion Other, Non Biogenic Emission Source, Volatile Organic Compound",Annual Emissions of Non Biogenic Volatile Organic Compound From EPA Fuel Combustion Other,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_Ammonia,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, Ammonia",Annual Emissions of Non Biogenic Ammonia From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_CarbonMonoxide,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, Carbon Monoxide",Annual Emissions of Non Biogenic Carbon Monoxide From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_OxidesOfNitrogen,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, Oxides of Nitrogen",Annual Emissions of Non Biogenic Oxides of Nitrogen From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_PM10,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, PM 10",Annual Emissions of Non Biogenic PM10 From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_PM2.5,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, PM 2.5",Annual Emissions of Non Biogenic PM2.5 From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_SulfurDioxide,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, Sulfur Dioxide",Annual Emissions of Non Biogenic Sulfur Dioxide From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAMiscellaneousEmissionSource_NonBiogenicEmissionSource_VolatileOrganicCompound,"Annual Amount of Emissions: EPA_Miscellaneous Emission Source, Non Biogenic Emission Source, Volatile Organic Compound",Annual Emissions of Non Biogenic Volatile Organic Compound From EPA Miscellaneous,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_Ammonia,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, Ammonia",Annual Emissions of Non Biogenic Ammonia From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_CarbonMonoxide,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, Carbon Monoxide",Annual Emissions of Non Biogenic Carbon Monoxide From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_OxidesOfNitrogen,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, Oxides of Nitrogen",Annual Emissions of Non Biogenic Oxides of Nitrogen From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_PM10,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, PM 10",Annual Emissions of Non Biogenic PM10 From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_PM2.5,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, PM 2.5",Annual Emissions of Non Biogenic PM2.5 From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_SulfurDioxide,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, Sulfur Dioxide",Annual Emissions of Non Biogenic Sulfur Dioxide From EPA Other Industrial Processes,,
Annual_Amount_Emissions_EPAOtherIndustrialProcesses_NonBiogenicEmissionSource_VolatileOrganicCompound,"Annual Amount of Emissions: EPA_Other Industrial Processes, Non Biogenic Emission Source, Volatile Organic Compound",Annual Emissions of Non BiogenicEmissionSource_VolatileOrganicCompound,,
Annual_Amount_Emissions_Fluorane_SCC_1_ExternalCombustion,"Annual Amount Emissions Fluorane, ExternalCombustion (1)",Annual Emissions of Fluorine in External Combustion,,
Annual_Amount_Emissions_Fluorane_SCC_2_InternalCombustionEngines,"Annual Amount Emissions Fluorane, InternalCombustionEngines (2)",Annual Emissions of Fluorine in Internal Combustion Engines,,
Annual_Amount_Emissions_Fluorane_SCC_21_StationarySourceFuelCombustion,"Annual Amount Emissions Fluorane, StationarySourceFuelCombustion (21)",Annual Emissions of Fluorine in Stationary Source Fuel Combustion,,
Annual_Amount_Emissions_Fluorane_SCC_23_IndustrialProcesses,"Annual Amount Emissions Fluorane, IndustrialProcesses (23)",Annual Emissions of Fluorine in Industrial Processes,,
Annual_Amount_Emissions_Fluorane_SCC_24_SolventUtilization,"Annual Amount Emissions Fluorane, SolventUtilization (24)",Annual Emissions of Fluorane in Solvent Utilization,,
Annual_Amount_Emissions_Fluorane_SCC_28_MiscellaneousAreaSources,"Annual Amount Emissions Fluorane, MiscellaneousAreaSources (28)",Annual Emissions of Fluorine in Miscellaneous Area Sources,,
Annual_Amount_Emissions_Fluorane_SCC_3_IndustrialProcesses,"Annual Amount Emissions Fluorane, IndustrialProcesses (3)",Annual Emissions of Fluorine in Industrial Processes,,
Annual_Amount_Emissions_Fluorane_SCC_4_PetroleumAndSolventEvaporation,"Annual Amount Emissions Fluorane, PetroleumAndSolventEvaporation (4)",Annual Emissions of Fluorine in Petroleum and Solvent Evaporation,,
Annual_Amount_Emissions_Fluorane_SCC_5_WasteDisposal,"Annual Amount Emissions Fluorane, WasteDisposal (5)",Annual Emissions of Fluorine in Waste Disposal,,
Annual_Amount_Emissions_Formaldehyde_SCC_1_ExternalCombustion,"Annual Amount Emissions Formaldehyde, ExternalCombustion (1)",Annual Emissions of Formaldehyde in External Combustion,,
Annual_Amount_Emissions_Formaldehyde_SCC_2_InternalCombustionEngines,"Annual Amount Emissions Formaldehyde, InternalCombustionEngines (2)",Annual Emissions of Formaldehyde in Internal Combustion Engines,,
Annual_Amount_Emissions_Formaldehyde_SCC_21_StationarySourceFuelCombustion,"Annual Amount Emissions Formaldehyde, StationarySourceFuelCombustion (21)",Annual Emissions of Formaldehyde in Stationary Source Fuel Combustion,,
Annual_Amount_Emissions_Formaldehyde_SCC_22_MobileSources,"Annual Amount Emissions Formaldehyde, MobileSources (22)",Annual Emissions of Formaldehyde in Mobile Sources,,
Annual_Amount_Emissions_Formaldehyde_SCC_23_IndustrialProcesses,"Annual Amount Emissions Formaldehyde, IndustrialProcesses (23)",Annual Emissions of Formaldehyde in Industrial Processes,,
Annual_Amount_Emissions_Formaldehyde_SCC_24_SolventUtilization,"Annual Amount Emissions Formaldehyde, SolventUtilization (24)",Annual Emissions of Formaldehyde in Solvent Utilization,,
Annual_Amount_Emissions_Formaldehyde_SCC_26_WasteDisposalTreatmentAndRecovery,"Annual Amount Emissions Formaldehyde, WasteDisposalTreatmentAndRecovery (26)",Annual Emissions of Formaldehyde in Waste Disposal Treatment and Recovery,,
Annual_Amount_Emissions_Formaldehyde_SCC_27_NaturalSources,"Annual Amount Emissions Formaldehyde, NaturalSources (27)",Annual Emissions of Formaldehyde in Natural Sources,,
Annual_Amount_Emissions_Formaldehyde_SCC_28_MiscellaneousAreaSources,"Annual Amount Emissions Formaldehyde, MiscellaneousAreaSources (28)",Annual Emissions of Formaldehyde in Miscellaneous Area Sources,,
Annual_Amount_Emissions_Formaldehyde_SCC_3_IndustrialProcesses,"Annual Amount Emissions Formaldehyde, IndustrialProcesses (3)",Annual Emissions of Formaldehyde in Industrial Processes,,
Annual_Amount_Emissions_Formaldehyde_SCC_4_PetroleumAndSolventEvaporation,"Annual Amount Emissions Formaldehyde, PetroleumAndSolventEvaporation (4)",Annual Emissions of Formaldehyde in Petroleum and Solvent Evaporation,,
Annual_Amount_Emissions_Formaldehyde_SCC_5_WasteDisposal,"Annual Amount Emissions Formaldehyde, WasteDisposal (5)",Annual Emissions of Formaldehyde in Waste Disposal,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_Ammonia,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, Ammonia",Annual Emissions of Non Biogenic Ammonia From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_CarbonMonoxide,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, Carbon Monoxide",Annual Emissions of Non Biogenic Carbon Monoxide From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_OxidesOfNitrogen,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, Oxides of Nitrogen",Annual Emissions of Non Biogenic Oxides of Nitrogen From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_PM10,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, PM 10",Annual Emissions of Non Biogenic PM10 From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_PM2.5,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, PM 2.5",Annual Emissions of Non Biogenic PM2.5 From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_SulfurDioxide,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, Sulfur Dioxide",Annual Emissions of Non Biogenic Sulfur Dioxide From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionElectricUtility_NonBiogenicEmissionSource_VolatileOrganicCompound,"Annual Amount of Emissions: Fuel Combustion Electric Utility, Non Biogenic Emission Source, Volatile Organic Compound",Annual Emissions of Non Biogenic Volatile Organic Compound From Fuel Combustion Electric Utility,,
Annual_Amount_Emissions_FuelCombustionIndustrial_NonBiogenicEmissionSource_Ammonia,"Annual Amount of Emissions: Fuel Combustion Industrial, Non Biogenic Emission Source, Ammonia",Annual Emissions of Non Biogenic Ammonia From Fuel Combustion Industrial,,
Annual_Amount_Emissions_FuelCombustionIndustrial_NonBiogenicEmissionSource_CarbonMonoxide,"Annual Amount of Emissions: Fuel Combustion Industrial, Non Biogenic Emission Source, Carbon Monoxide",Annual Emissions of Non Biogenic Carbon Monoxide From Fuel Combustion Industrial,,
Annual_Amount_Emissions_FuelCombustionIndustrial_NonBiogenicEmissionSource_OxidesOfNitrogen,"Annual Amount of Emissions: Fuel Combustion Industrial, Non Biogenic Emission Source, Oxides of Nitrogen",Annual Emissions of Non Biogenic Oxides of Nitrogen From Fuel Combustion Industrial,,
