dcid,sentence
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSaintVincentandtheGrenadines,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Saint Vincent and the Grenadines;Climate finance provided;Climate finance commitments provided to Saint Vincent and the Grenadines for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSamoa,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Samoa;Climate finance provided;Climate finance commitments provided to Samoa for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSaoTomeandPrincipe,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Sao Tome and Principe;Climate finance provided;Climate finance commitments provided to Sao Tome and Principe for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSenegal,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Senegal;Climate finance provided;Climate finance commitments provided to Senegal for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSerbia,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Serbia;Climate finance provided;Climate finance commitments provided to Serbia for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSeychelles,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Seychelles;Climate finance provided;Climate finance commitments provided to Seychelles for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSierraLeone,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Sierra Leone;Climate finance provided;Climate finance commitments provided to Sierra Leone for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSolomonIslands,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Solomon Islands;Climate finance provided;Climate finance commitments provided to Solomon Islands for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSomalia,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Somalia;Climate finance provided;Climate finance commitments provided to Somalia for adaptation in current USD
custom/statvar_23,"Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South & Central Asia, regional;Climate finance provided;Climate finance commitments provided to South & Central Asia, regional for adaptation in current USD"
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSouthAfrica,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South Africa;Climate finance provided;Climate finance commitments provided to South Africa for adaptation in current USD
custom/statvar_24,"Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South America, regional;Climate finance provided;Climate finance commitments provided to South America, regional for adaptation in current USD"
custom/statvar_25,"Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South Asia, regional;Climate finance provided;Climate finance commitments provided to South Asia, regional for adaptation in current USD"
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSouthSudan,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South Sudan;Climate finance provided;Climate finance commitments provided to South Sudan for adaptation in current USD
custom/statvar_26,"Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Southern Africa, regional;Climate finance provided;Climate finance commitments provided to Southern Africa, regional for adaptation in current USD"
custom/statvar_27,"Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - South of Sahara, regional;Climate finance provided;Climate finance commitments provided to South of Sahara, regional for adaptation in current USD"
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSriLanka,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Sri Lanka;Climate finance provided;Climate finance commitments provided to Sri Lanka for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDStatesExYugoslaviaunspecified,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - States Ex-Yugoslavia unspecified;Climate finance provided;Climate finance commitments provided to States Ex-Yugoslavia unspecified for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSudan,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Sudan;Climate finance provided;Climate finance commitments provided to Sudan for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSuriname,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Suriname;Climate finance provided;Climate finance commitments provided to Suriname for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDSyrianArabRepublic,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Syrian Arab Republic;Climate finance provided;Climate finance commitments provided to Syrian Arab Republic for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTajikistan,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Tajikistan;Climate finance provided;Climate finance commitments provided to Tajikistan for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTanzania,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Tanzania;Climate finance provided;Climate finance commitments provided to Tanzania for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDThailand,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Thailand;Climate finance provided;Climate finance commitments provided to Thailand for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTimorLeste,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Timor-Leste;Climate finance provided;Climate finance commitments provided to Timor-Leste for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTogo,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Togo;Climate finance provided;Climate finance commitments provided to Togo for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTokelau,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Tokelau;Climate finance provided;Climate finance commitments provided to Tokelau for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTonga,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Tonga;Climate finance provided;Climate finance commitments provided to Tonga for adaptation in current USD
climateFinanceProvidedCommitmentsAdaptationByRecipientCurrentUSDTunisia,Climate finance commitments (provider perspective) for adaptation by recipient (current USD) - Tunisia;Climate finance provided;Climate finance commitments provided to Tunisia for adaptation in current USD
