dcid,Name,Description,Override_Alternatives,Curated_Alternatives
sdg/EN_EWT_COLLV,Electronic waste collected,Electronic waste collected,,
sdg/EN_EWT_GENPCAP,"Electronic waste generated, per capita","Electronic waste generated, per capita",,
sdg/EN_EWT_GENV,Electronic waste generated,Electronic waste generated,,
sdg/EN_EWT_RCYPCAP,"Electronic waste recycled, per capita","Electronic waste recycled, per capita",,
sdg/EN_EWT_RCYR,Proportion of electronic waste recycled,Proportion of electronic waste recycled,,
sdg/EN_EWT_RCYV,Electronic waste recycled,Electronic waste recycled,,
sdg/EN_H2O_GRAMBQ,Proportion of groundwater bodies with good ambient water quality,Proportion of groundwater bodies with good ambient water quality,,
sdg/EN_H2O_OPAMBQ,Proportion of open water bodies with good ambient water quality,Proportion of open water bodies with good ambient water quality,,
sdg/EN_H2O_RVAMBQ,Proportion of river water bodies with good ambient water quality,Proportion of river water bodies with good ambient water quality,,
sdg/EN_H2O_WBAMBQ,Proportion of bodies of water with good ambient water quality,Proportion of bodies of water with good ambient water quality,,
sdg/EN_HAZ_EXP,Hazardous waste exported,Hazardous waste exported,,
sdg/EN_HAZ_GENGDP,"Hazardous waste generated, per unit of GDP","Hazardous waste generated, per unit of GDP",,
sdg/EN_HAZ_GENV,Hazardous waste generated,Hazardous waste generated,,
sdg/EN_HAZ_IMP,Hazardous waste imported,Hazardous waste imported,,
sdg/EN_HAZ_PCAP,"Hazardous waste generated, per capita","Hazardous waste generated, per capita",,
sdg/EN_HAZ_TREATV.TYPE_OF_WASTE_TREATMENT--WT_INCINRT,Hazardous waste treated [Type of waste treatment = Incineration],Hazardous waste treated [Type of waste treatment = Incineration],,
sdg/EN_HAZ_TREATV.TYPE_OF_WASTE_TREATMENT--WT_INCINRT_EGY,Hazardous waste treated [Type of waste treatment = Incineration to generate energy],Hazardous waste treated [Type of waste treatment = Incineration to generate energy],,
sdg/EN_HAZ_TREATV.TYPE_OF_WASTE_TREATMENT--WT_LANDFIL,Hazardous waste treated [Type of waste treatment = Landfilling],Hazardous waste treated [Type of waste treatment = Landfilling],,
sdg/EN_HAZ_TREATV.TYPE_OF_WASTE_TREATMENT--WT_OTHERWM,Hazardous waste treated [Type of waste treatment = Other type of waste management],Hazardous waste treated [Type of waste treatment = Other type of waste management],,
sdg/EN_HAZ_TREATV.TYPE_OF_WASTE_TREATMENT--WT_RECYCL,Hazardous waste treated [Type of waste treatment = Recycling],Hazardous waste treated [Type of waste treatment = Recycling],,
sdg/EN_HAZ_TRTDISR,Proportion of hazardous waste treated or disposed,Proportion of hazardous waste treated or disposed,,
sdg/EN_HAZ_TRTDISV,Hazardous waste treated or disposed,Hazardous waste treated or disposed,,
sdg/EN_LKRV_PWAC,Lakes and rivers permanent water area change,Lakes and rivers permanent water area change,,
sdg/EN_LKRV_PWAN,Lakes and rivers permanent water area,Lakes and rivers permanent water area,,
sdg/EN_LKRV_PWAP,Lakes and rivers permanent water area,Lakes and rivers permanent water area,,
sdg/EN_LKRV_SWAC,Lakes and rivers seasonal water area change,Lakes and rivers seasonal water area change,,
sdg/EN_LKRV_SWAN,Lakes and rivers seasonal water area,Lakes and rivers seasonal water area,,
sdg/EN_LKRV_SWAP,Lakes and rivers seasonal water area,Lakes and rivers seasonal water area,,
sdg/EN_LKW_QLTRB.DEVIATION_LEVEL--DL_EXTREME,Lake water quality turbidity [Deviation Level = Extreme (75-100%)],Lake water quality turbidity [Deviation Level = Extreme (75-100%)],,
sdg/EN_LKW_QLTRB.DEVIATION_LEVEL--DL_HIGH,Lake water quality turbidity [Deviation Level = High (50-75%)],Lake water quality turbidity [Deviation Level = High (50-75%)],,
sdg/EN_LKW_QLTRB.DEVIATION_LEVEL--DL_LOW,Lake water quality turbidity [Deviation Level = Low (0-25%)],Lake water quality turbidity [Deviation Level = Low (0-25%)],,
sdg/EN_LKW_QLTRB.DEVIATION_LEVEL--DL_MEDIUM,Lake water quality turbidity [Deviation Level = Medium (25-50%)],Lake water quality turbidity [Deviation Level = Medium (25-50%)],,
sdg/EN_LKW_QLTRST.DEVIATION_LEVEL--DL_EXTREME,Lake water quality trophic state [Deviation Level = Extreme (75-100%)],Lake water quality trophic state [Deviation Level = Extreme (75-100%)],,
sdg/EN_LKW_QLTRST.DEVIATION_LEVEL--DL_HIGH,Lake water quality trophic state [Deviation Level = High (50-75%)],Lake water quality trophic state [Deviation Level = High (50-75%)],,
sdg/EN_LKW_QLTRST.DEVIATION_LEVEL--DL_LOW,Lake water quality trophic state [Deviation Level = Low (0-25%)],Lake water quality trophic state [Deviation Level = Low (0-25%)],,
sdg/EN_LKW_QLTRST.DEVIATION_LEVEL--DL_MEDIUM,Lake water quality trophic state [Deviation Level = Medium (25-50%)],Lake water quality trophic state [Deviation Level = Medium (25-50%)],,
sdg/EN_LND_CNSPOP,Ratio of land consumption rate to population growth rate,Ratio of land consumption rate to population growth rate,,
sdg/EN_LND_SLUM.URBANISATION--U,Proportion of urban population living in slums [Location = Urban],Proportion of urban population living in slums [Location = Urban],,
sdg/EN_MAR_BEALITSQ,Beach litter per square kilometer,Beach litter per square kilometer,,
sdg/EN_MAR_BEALIT_BP,Beach litter originating from national land-based sources that ends in the beach,Beach litter originating from national land-based sources that ends in the beach,,
sdg/EN_MAR_BEALIT_BV,Beach litter originating from national land-based sources that ends in the beach,Beach litter originating from national land-based sources that ends in the beach,,
sdg/EN_MAR_BEALIT_EXP,Exported beach litter originating from national land-based sources,Exported beach litter originating from national land-based sources,,
sdg/EN_MAR_BEALIT_OP,Beach litter originating from national land-based sources that ends in the ocean,Beach litter originating from national land-based sources that ends in the ocean,,
sdg/EN_MAR_BEALIT_OV,Beach litter originating from national land-based sources that ends in the ocean,Beach litter originating from national land-based sources that ends in the ocean,,
sdg/EN_MAR_CHLANM.FREQUENCY_OF_CHLOROPHYLL_A_CONCENTRATION--FCC_E,"Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = Extreme]","Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = Extreme]",,
sdg/EN_MAR_CHLANM.FREQUENCY_OF_CHLOROPHYLL_A_CONCENTRATION--FCC_H,"Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = High]","Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = High]",,
sdg/EN_MAR_CHLANM.FREQUENCY_OF_CHLOROPHYLL_A_CONCENTRATION--FCC_M,"Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = Moderate]","Chlorophyll-a anomaly, remote sensing [Frequency of Chlorophyll-a concentration = Moderate]",,
sdg/EN_MAR_CHLDEV,"Chlorophyll-a deviations, remote sensing","Chlorophyll-a deviations, remote sensing",,
sdg/EN_MAR_PLASDD,Floating plastic debris density,Floating plastic debris density,,
sdg/EN_MAT_DOMCMPC,Domestic material consumption per capita,Domestic material consumption per capita,,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF1,Domestic material consumption per capita [Type of product = Biomass],Domestic material consumption per capita [Type of product = Biomass],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF11,Domestic material consumption per capita [Type of product = Crops],Domestic material consumption per capita [Type of product = Crops],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF121,Domestic material consumption per capita [Type of product = Crop residues],Domestic material consumption per capita [Type of product = Crop residues],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF122,Domestic material consumption per capita [Type of product = Grazed biomass and fodder crops],Domestic material consumption per capita [Type of product = Grazed biomass and fodder crops],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF13,Domestic material consumption per capita [Type of product = Wood],Domestic material consumption per capita [Type of product = Wood],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF14,Domestic material consumption per capita [Type of product = Wild catch and harvest],Domestic material consumption per capita [Type of product = Wild catch and harvest],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF2,Domestic material consumption per capita [Type of product = Metal ores],Domestic material consumption per capita [Type of product = Metal ores],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF21,Domestic material consumption per capita [Type of product = Ferrous ores],Domestic material consumption per capita [Type of product = Ferrous ores],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF22,Domestic material consumption per capita [Type of product = Non-ferrous ores],Domestic material consumption per capita [Type of product = Non-ferrous ores],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF3,Domestic material consumption per capita [Type of product = Non-metallic minerals],Domestic material consumption per capita [Type of product = Non-metallic minerals],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF4,Domestic material consumption per capita [Type of product = Fossil fuels],Domestic material consumption per capita [Type of product = Fossil fuels],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF41,Domestic material consumption per capita [Type of product = Coal],Domestic material consumption per capita [Type of product = Coal],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF413,Domestic material consumption per capita [Type of product = Oil shale and tar sands],Domestic material consumption per capita [Type of product = Oil shale and tar sands],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF421,Domestic material consumption per capita [Type of product = Petroleum],Domestic material consumption per capita [Type of product = Petroleum],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF422,Domestic material consumption per capita [Type of product = Natural gas],Domestic material consumption per capita [Type of product = Natural gas],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF_AGG3A,Domestic material consumption per capita [Type of product = Non-metallic minerals - construction dominant],Domestic material consumption per capita [Type of product = Non-metallic minerals - construction dominant],,
sdg/EN_MAT_DOMCMPC.PRODUCT--MF_AGG3B,Domestic material consumption per capita [Type of product = Non-metallic minerals - industrial or agricultural dominant],Domestic material consumption per capita [Type of product = Non-metallic minerals - industrial or agricultural dominant],,
sdg/EN_MAT_DOMCMPG,Domestic material consumption per unit of GDP,Domestic material consumption per unit of GDP,,
sdg/EN_MAT_DOMCMPG.PRODUCT--MF1,Domestic material consumption per unit of GDP [Type of product = Biomass],Domestic material consumption per unit of GDP [Type of product = Biomass],,
sdg/EN_MAT_DOMCMPG.PRODUCT--MF11,Domestic material consumption per unit of GDP [Type of product = Crops],Domestic material consumption per unit of GDP [Type of product = Crops],,
sdg/EN_MAT_DOMCMPG.PRODUCT--MF121,Domestic material consumption per unit of GDP [Type of product = Crop residues],Domestic material consumption per unit of GDP [Type of product = Crop residues],,
sdg/EN_MAT_DOMCMPG.PRODUCT--MF122,Domestic material consumption per unit of GDP [Type of product = Grazed biomass and fodder crops],Domestic material consumption per unit of GDP [Type of product = Grazed biomass and fodder crops],,
